股票代码,股票简称,行业编码,一级门类,二级门类,上市交易所,公司全程,上市日期,省份,城市,法人,地址,网址,邮箱,电话,主营业务,经营范围
cn_600028,中国石化,B07,采矿业,石油和天然气开采业,上海,中国石油化工股份有限公司,2001/8/8 0:00,北京,北京市,张玉卓,北京市朝阳区朝阳门北大街22号,www.sinopec.com.cn,ir@sinopec.com,010-59969999,非煤矿山（石油、天然气等）、危险化学品（乙烯、丙烯、丁二烯、石脑油等）、重油、橡胶及其他石油化工原料和产品的生产、储存、销售等。,非煤矿山（石油、天然气等）、危险化学品（乙烯、丙烯、丁二烯、石脑油等）、重油、橡胶及其他石油化工原料和产品的生产、储存、管道运输、陆路运输、水路运输、销售；石油炼制；汽油、煤油、柴油的批发业务及零售（限分支机构经营）业务；天然气化工、煤化工的生产、储存、运输、销售；润滑油、燃料油、溶剂油、沥青的销售；化肥生产；加气站经营，压缩天然气(CNG)、液化天然气（LNG）、液化石油气（LPG）、城市燃气销售；加电站经营；石油石化机器、设备的制造、监造、安装；石油钻采设备、工具、仪器仪表制造；石油石化原辅材料、设备及零部件的采购、销售；技术及信息、替代能源产品的研究、开发、应用、咨询服务；电力、蒸汽、水务和工业气体的生产销售；农、林、牧产品批发；日用百货便利店经营；针织服装及家庭用品批发与零售；文化、体育用品及器材专门批发与零售；食品、饮料、烟草制品的销售；医药及医疗器材批发与零售；汽车、摩托车及零配件专门零售；汽车、摩托车修理与维护、技术培训；机械设备、五金产品、电子产品、家用电器批发与零售；家具及室内装饰材料专门零售；货摊、无店铺及其他零售业；综合零售；住宿餐饮业；食品及食品添加剂制造；居民服务；运输代理业务；仓储业；自有房地产经营活动；储气库设施租赁；房屋、车辆、设备、场地租赁；机械设备租赁；媒体、广告，佣金代理；保险经纪与代理服务；金融信托与管理服务；电子商务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）；承包境外机电、石化行业工程和境内国际招标工程；上述境外工程所需的设备材料出口；对外派遣实施上述境外工程所需的劳务人员。铁路运输；沿海工程辅助作业，港口经营，溢油应急、安全守护、船舶污染清除作业；专业技术服务业中质检技术服务、环境与生态监测检测服务；食用盐生产、批发、零售；页岩气、煤层气、页岩油、可燃冰等资源勘探、开发、储运、管道运输、销售；天然气发电、电力供应；电力设施安装维护，电力技术开发与服务。
cn_600019,宝钢股份,C31,制造业,黑色金属冶炼和压延加工业,上海,宝山钢铁股份有限公司,2000/12/12 0:00,上海,上海市,邹继新,上海市宝山区富锦路885号宝钢指挥中心,www.baosteel.com,ir@baosteel.com,021-26647000,钢铁冶炼、加工，电力、煤炭、工业气体生产等。,钢铁冶炼、加工，电力、煤炭、工业气体生产、码头、仓储、运输等与钢铁相关的业务，技术开发、技术转让、技术服务和技术管理咨询服务，汽车修理，商品和技术的进出口，[有色金属冶炼及压延加工，工业炉窑，金属矿石、煤炭、钢铁、非金属矿石装卸、港区服务，水路货运代理，水路货物装卸联运，船舶代理，国外承包工程劳务合作，国际招标，工程招标代理，国内贸易，对销、转口贸易，废钢，煤炭，燃料油，化学危险品（限批发）]（限分支机构经营）、机动车安检，化工原料及产品的生产和销售。
cn_601166,兴业银行,J66,金融业,货币金融服务,上海,兴业银行股份有限公司,2007/2/5 0:00,福建,福州市,吕家进,福建省福州市湖东路154号,www.cib.com.cn,irm@cib.com.cn,0591-87871169,公司业务、同业业务、资金业务、零售业务四大类，电子银行为上述各类业务发展提供了重要渠道。,（一）吸收公众存款；（二）发放短期、中期和长期贷款；（三）办理国内外结算；（四）办理票据承兑与贴现；（五）发行金融债券；（六）代理发行、代理兑付、承销政府债券；（七）买卖政府债券、金融债券；（八）代理发行股票以外的有价证券；（九）买卖、代理买卖股票以外的有价证券；（十）资产托管业务；（十一）从事同业拆借；（十二）买卖、代理买卖外汇；（十三）结汇、售汇业务；（十四）从事银行卡业务；（十五）提供信用证服务及担保；（十六）代理收付款项及代理保险业务；（十七）提供保管箱服务；（十八）财务顾问、资信调查、咨询、见证业务；（十九）经国务院银行业监督管理机构批准的其他业务。
cn_600030,中信证券,J67,金融业,资本市场服务,上海,中信证券股份有限公司,2003/1/6 0:00,广东,深圳市,张佑君,广东省深圳市福田区中心三路8号卓越时代广场(二期)北座,www.citics.com,ir@citics.com,0755-23835888,主要从事证券承销和上市推荐证券自营买卖资产管理和证券代理买卖等业务。,证券经纪（限山东省、河南省、浙江省天台县、浙江省苍南县以外区域）；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品；股票期权做市。
cn_601398,工商银行,J66,金融业,货币金融服务,上海,中国工商银行股份有限公司,2006/10/27 0:00,北京,北京市,陈四清,北京市西城区复兴门内大街55号,www.icbc.com.cn、www.icbc-ltd.com,ir@icbc.com.cn,010-66108608,公司银行业务、个人银行业务、资金业务以及其他业务。,办理人民币存款、贷款；同业拆借业务；国内外结算；办理票据承兑、贴现、转贴现；各类汇兑业务；代理资金清算；提供信用证服务及担保；代理销售业务；代理发行、代理承销、代理兑付政府债券；代收代付业务；代理证券资金清算业务（银证转账）；代理保险业务；代理政策性银行、外国政府和国际金融机构贷款业务；保管箱服务；发行金融债券；买卖政府债券、金融债券；证券投资基金、企业年金托管业务；企业年金受托管理服务、年金账户管理服务；开放式基金的注册登记、认购、申购和赎回业务；资信调查、咨询、见证业务；贷款承诺；企业、个人财务顾问服务；组织或参加银团贷款；外汇存款；外汇贷款；外币兑换；出口托收及进口代收；外汇票据承兑和贴现；外汇借款；外汇担保；发行、代理发行、买卖或代理买卖股票以外的外币有价证券；自营、代客外汇买卖；外汇金融衍生业务；银行卡业务；电话银行、网上银行、手机银行业务；办理结汇、售汇业务；经国务院银行业监督管理机构核准的其他业务。
cn_002415,海康威视,C39,制造业,计算机、通信和其他电子设备制造业,深圳,杭州海康威视数字技术股份有限公司,2010/5/28 0:00,浙江,杭州市,陈宗年,浙江省杭州市滨江区阡陌路555号,www.hikvision.com,market@hikvision.com,0571-89710492,提供以视频为核心的智能物联网解决方案和大数据服务,电子产品（含防爆电气产品、通信设备及其辅助设备、多媒体设备、传输与显示设备等）、消防产品、大数据与物联网软硬件产品、飞行器、机器人、智能装备与智能化系统、实时通讯系统、汽车零部件及配件、车用电气信号设备装置、服务器及配套软硬件产品的研发、生产；销售自产产品；提供技术服务，电子技术咨询服务，培训服务（不含办班培训），电子设备安装，电子工程及智能系统工程的设计、施工及维护。（国家禁止和限制的项目除外，涉及许可证的凭证经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_000063,中兴通讯,C39,制造业,计算机、通信和其他电子设备制造业,深圳,中兴通讯股份有限公司,1997/11/18 0:00,广东,深圳市,李自学,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,www.zte.com.cn,IR@zte.com.cn,0755-26770282,信息产业、通讯及电子设备、计算机系统的硬件、软件等。,生产程控交换系统、多媒体通讯系统、通讯传输系统；研制、生产移动通信系统设备、卫星通讯、微波通讯设备、寻呼机，计算机软硬件、闭路电视、微波通信、信号自动控制、计算机信息处理、过程监控系统、防灾报警系统、新能源发电及应用系统等项目的技术设计、开发、咨询、服务；铁路、地下铁路、城市轨道交通、公路、厂矿、港口码头、机场的有线无线通信等项目的技术设计、开发、咨询、服务（不含限制项目）；通信电源及配电系统的研发、生产、销售、技术服务、工程安装、维护；数据中心基础设施及配套产品（含供配电、空调制冷设备、冷通道、智能化管理系统等）的研发、生产、销售、技术服务、工程安装、维护；电子设备、微电子器件的购销（不含专营、专控、专卖商品）；承包境外及相关工程和境内国际招标工程，上述境外工程所需的设备，材料进出口，对外派遣实施上述境外工程的劳务人员；电子系统设备的技术开发和购销（不含限制项目及专营、专控、专卖商品）；经营进出口业务（按贸发局核发的资格证执行）；电信工程专业承包（待取得资质证书后方可经营）；自有房屋租赁。公司可根据国内外市场的变化、业务发展和自身能力，经股东大会和有关政府部门批准后，依法变更经营范围和调整经营方式。
cn_300122,智飞生物,C27,制造业,医药制造业,深圳,重庆智飞生物制品股份有限公司,2010/9/28 0:00,重庆,重庆市,蒋仁生,重庆市江北区金源路7号25-1至25-8,www.zhifeishengwu.com,office1@zhifeishengwu.com,023-86358226,疫苗、生物制品的研发、生产和销售。,批发生物制品；境外疫苗代理进口及销售；生物技术研究开发、技术咨询服务；货物及技术进出口；仓储服务（不含危险品）；生物制品市场推广宣传服务；普通货运、货物专用运输（冷藏保鲜）、国内货物运输代理。
cn_688363,华熙生物,C27,制造业,医药制造业,上海,华熙生物科技股份有限公司,2019/11/6 0:00,山东,济南市,赵燕,山东省济南市高新技术开发区天辰大街678号,www.bloomagebiotech.com,ir@bloomagebiotech.com,0531-82685888,透明质酸原料及其他生物活性物质、医疗终端产品和功能性护肤品。,小容量注射剂、原料药、药用辅料、生物发酵原料、生物药品原料、透明质酸钠、食品原料、保健食品原料、保健食品、医疗器械产品、化妆品、食品、消毒卫生用品的开发、生产、销售；以及非公司自产精细化工原料、生物化工原料的进出口和批发。（依法须经批准的项目、经相关部门批准后方可开展经营活动）
cn_300896,爱美客,C35,制造业,专用设备制造业,深圳,爱美客技术发展股份有限公司,2020/9/28 0:00,北京,北京市,简军,北京市昌平区科技园区白浮泉路10号北控科技大厦4层416B室,www.imeik.net,ir@imeik.com,010-85809026,生物医用材料及生物医药的研发、生产和销售。,药品、生物制品、医疗器械、化妆品的技术开发、转让；新型药用辅料的开发、生产；货物进出口、技术进出口、代理进出口；企业管理咨询（不含中介服务）；销售（含网上销售）医疗器械、化妆品；批发、零售（含网上销售）食品；批发（含网上销售）药品。生产医疗器械III类：III-6846-1植入器材。（市场主体依法自主选择经营项目，开展经营活动；该公司2018年10月17日前为内资企业，于2018年10月17日变更为外商投资企业；批发、零售（含网上销售）食品、批发（含网上销售）药品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
